35939628.43948786	229.59448742	64.82936863
35939628.43948786	229.59448742	64.82936863
35939628.43948786	229.59448742	64.82936863
35939628.43948786	229.59448742	64.82936863
35939628.43948786	229.59448742	64.82936863
35939628.43948786	229.59448742	64.82936863
35939628.43948786	229.59448742	64.82936863
35939628.43948786	229.59448742	64.82936863
35939628.43948786	229.59448742	64.82936863
35939628.43948786	229.59448742	64.82936863
35939628.43948786	229.59448742	64.82936863
35939628.43948786	229.59448742	64.82936863
35939628.43948786	229.59448742	64.82936863
35939628.43948786	229.59448742	64.82936863
35939628.43948786	229.59448742	64.82936863
35939628.43948786	229.59448742	64.82936863
35939628.43948786	229.59448742	64.82936863
35939628.43948786	229.59448742	64.82936863
35939628.43948786	229.59448742	64.82936863
35939628.43948786	229.59448742	64.82936863
35939628.43948786	229.59448742	64.82936863
35939628.43948786	229.59448742	64.82936863
35939628.43948786	229.59448742	64.82936863
35936691.20627644	219.85814536	69.00317072
35919819.47167481	231.19180416	91.80441269
35878771.44881753	325.68341210	121.06425390
35762346.84302351	1310.26561696	138.67156169
35534589.05713496	4324.23707421	163.59029093
35106497.46562508	9235.38186927	296.08025491
34489244.07222241	15300.48091696	678.08737764
33665594.06306777	20327.16525372	1093.51572330
32733026.28790047	26043.02567268	1597.89209654
31646135.05498471	51462.10814083	1998.86035634
30729933.83773222	81292.61434068	2291.63355774
30158050.21119067	106691.64097565	2378.04661579
30027393.33163381	124813.13194855	2169.79922200
30375881.20332971	126168.99966546	1462.09041307
31237511.27670680	111019.21819751	1043.85404753
32331825.10939472	86944.27372215	882.77386261
33528782.44224455	70852.35073405	728.49277432
34548499.61441108	53007.86583568	486.40320921
35554646.20632181	18481.42997703	400.46054642
36010015.21189619	396.26172888	183.57555472
36072092.85277311	388.23181227	148.04109145
36114368.06653824	380.27458355	102.28797481
36128944.09729817	365.52281622	84.38410125
36119848.97551423	356.38723635	71.83151413
36126938.10964903	368.87158706	74.21544938
36136924.43048289	378.83884547	75.74644736
36149775.28989512	383.12201936	77.33294557
36165406.79921046	378.06074131	80.73741014
36182773.79477669	361.10399057	90.56770962
36205431.57238650	334.54758721	103.15222232
36230392.37585671	297.33343518	121.16459845
36251832.99149115	253.42030102	152.86724869
36262140.78287199	238.67068642	195.54802160
36252197.32843734	380.54012871	163.44149577
36178454.55675413	1084.55908679	147.96729793
36008195.35378749	2681.47146426	159.57255150
35586797.88422274	9153.39108435	276.88669547
34795865.88411577	29903.42192630	614.72584546
33481322.41830659	65509.30442390	1448.65926894
31613096.84085332	127579.39685506	3708.72038248
29053124.25545907	171075.21979550	8302.75910244
25920874.66198227	196244.87099435	16917.97021498
22407763.45729218	197423.22627026	28741.45413669
18777176.15669723	179135.93503602	43343.68065469
15271904.30196557	150866.93794214	58754.71331956
12296425.22156588	146306.05972287	73289.40600252
12090947.38855196	86255.69392780	43609.31292187
12241815.44472791	121891.64466532	41795.27572718
12641491.01736781	167436.05790676	37709.51946646
13459687.51253093	239050.85212928	31839.56825030
14830089.89903012	356440.44926139	25961.76515451
17124469.88003676	477374.43280311	22216.16495204
20443348.88373449	649261.93682337	25248.09157387
24338889.74862641	818918.37690181	28049.52441584
28648936.86321975	993801.07672308	27883.02043368
32681086.50395819	1074165.67109994	23469.12114361
36174190.83012152	1083649.53907912	13875.08369060
38741037.00754280	962542.97902674	8560.20728793
40131643.28374317	701153.37537746	6227.91775875
40462974.83345824	322022.61793623	5097.21133006
39429203.97125573	122215.44314351	2144.65817509
37661947.20006993	68043.35676193	1149.39141205
36791651.55769802	37380.46641852	213.78953476
36251294.70473396	146.12088214	46.52770896
36260861.60041246	148.27059654	49.96527863
36264792.60438874	153.10944334	54.70479276
36262442.24391089	161.37877294	57.93400449
36256941.22218587	172.60082702	59.73179016
36249574.39042495	184.11728062	63.62930817
35569509.78290705	6485.55650433	406.65827836
35129013.42560413	13348.96054813	581.38878306
34473806.12367975	20180.32521978	1028.68595959
33545028.38503454	26883.79023465	2239.87134157
32404930.86393113	32881.60602713	3954.43808635
31064875.80291958	38330.09754403	5340.88929270
29553975.04034718	45992.84990427	6972.50841876
27983917.13740109	55711.32326205	8838.05807647
26482758.73911243	69853.11704195	11371.85586948
25044927.30142195	89986.37707652	16479.44504576
23581454.28875799	113686.79953217	24682.84048153
22190326.12486431	140302.97314992	36048.55916285
20992984.32112873	163855.85051983	47515.81918759
19774705.44506872	193866.81557157	58707.80048025
18546285.51382124	216820.27474866	68399.53567610
17423350.51364481	228974.09950957	73188.70437972
16506159.58715977	228674.29283252	74292.69467150
15763805.93501665	241388.87512684	74266.82594499
15387447.41891590	291857.41882340	76565.72004387
15486683.14830754	375848.31710502	84042.78186168
15928753.03246351	458591.60177663	100871.50891727
16716822.12880165	497241.00264343	126327.81429043
17944523.92850975	462364.82816353	155899.07174739
38888623.80647708	726213.36749921	39556.88834654
38249791.90479551	728081.25398730	37430.74256905
37304932.70361399	699065.18126031	32258.22108310
35993010.62299364	623373.64604871	24594.38031901
34300131.39987500	504150.12431092	15123.18879868
32332873.03643357	381250.12623447	5164.66295182
30451627.37930651	272215.30233017	2953.63549353
28810765.27285428	201021.01335275	2755.55930392
27413216.70589509	208174.93138474	2575.74898263
27309657.65178301	203236.63285594	2171.68174249
28145224.72205242	175508.57305169	1912.44423718
29496578.53775026	131199.23381749	1803.07934873
31183171.37226911	93935.33944195	1160.98586870
32935187.25732861	81669.49485508	682.33840530
34422607.05657108	56370.89727752	394.98635947
35344217.08196434	31793.51105061	172.94014827
35927161.28317086	186.84637866	128.96925205
35923183.93416299	180.37742769	117.42686806
35907700.77576435	182.89593676	110.20771363
35883165.92290561	182.00069791	96.22229176
35859539.39700570	178.92164949	82.00180285
35844889.81736668	182.09176766	85.71431607
35828953.92980359	191.44575391	88.21763596
34710065.99538352	1162.49855640	113.74603005
34732359.03224465	1312.39334340	112.69084422
34785754.62494954	1404.73616915	114.39469918
34877452.09991426	1399.34456393	117.81909370
35015853.14630018	1280.76011421	120.08403901
35169068.01846470	1230.36133910	139.74922809
35258135.32541473	2503.72588625	175.57117988
35168157.91901851	8161.31372169	199.13178118
34822159.56574205	20592.36693196	276.68967964
34070120.15113381	37270.13864482	580.96112849
32924689.38499988	50515.27904444	1026.81701201
31442937.97572602	68689.04014108	1544.28243208
29808986.06268144	103459.69903433	2018.70656596
28268774.27861878	153233.53808733	2273.86172345
27174928.89407805	198831.49578048	2162.26005602
26799188.32886488	223701.23511179	1654.87911763
27185932.79822686	211953.14626981	1356.89242982
28237562.54753345	167118.81018644	1618.07267605
29656344.47846871	122271.57243473	2014.72142428
31194788.05142704	110981.47965609	1664.55694835
32544936.32095927	102469.59225862	1879.99809996
33429934.41999977	69376.28115085	2115.86773161
33762485.35588246	33775.38644802	1767.57924947
